Invested In,Sector,Market Value Latest Price,"Value as of <br> 31 Dec, 2023",% of Total Holding,Quantity,Month Change <br> in Shares,Month Change <br> in Shares %,History ,fundname
Quess Corp Ltd,Industrials,91064440.8,98423000,0.77,188208,188208.0,New,/mutual-fund/holding-history/20920/4595/,Union Small Cap Dir Gr
Safari Industries (India) Ltd,Consumer Cyclical,89012150.1,90937000,0.71,46602,-34510.0,-42.55,/mutual-fund/holding-history/20920/2912/,Union Small Cap Dir Gr
Ion Exchange (India) Ltd,Industrials,76880100.0,78585000,0.61,139782,-160253.0,-53.41,/mutual-fund/holding-history/20920/2050/,Union Small Cap Dir Gr
Wonderla Holidays Ltd,Consumer Cyclical,79341017.2,78544000,0.61,93167,,,/mutual-fund/holding-history/20920/1528/,Union Small Cap Dir Gr
NLC India Ltd,Utilities,61008477.2,64481000,0.5,254414,254414.0,New,/mutual-fund/holding-history/20920/935/,Union Small Cap Dir Gr
SJVN Ltd,Utilities,81079011.2,63324000,0.49,696256,696256.0,New,/mutual-fund/holding-history/20920/1250/,Union Small Cap Dir Gr
Glenmark Life Sciences Ltd,Healthcare,41810000.0,32853000,0.26,50000,-184359.0,-78.67,/mutual-fund/holding-history/20920/606572/,Union Small Cap Dir Gr
Shree Digvijay Cement Co Ltd,Basic Materials,35160000.0,28125000,0.22,300000,300000.0,New,/mutual-fund/holding-history/20920/2117/,Union Small Cap Dir Gr
Digidrive Distributors Ltd,Consumer Cyclical,3692269.35,7641000,0.06,59409,59409.0,New,/mutual-fund/holding-history/20920/1577285/,Union Small Cap Dir Gr
REC Ltd,Financial Services,992369582.65,871424000,2.25,2110751,225410.0,11.96,/mutual-fund/holding-history/189266/1119/,Bandhan Small Cap Dir Gr
Arvind Ltd,Consumer Cyclical,1027661292.75,854995000,2.2,3270203,163658.0,5.27,/mutual-fund/holding-history/189266/105/,Bandhan Small Cap Dir Gr
Apar Industries Ltd,Industrials,743098565.4,822948000,2.12,135948,,,/mutual-fund/holding-history/189266/88/,Bandhan Small Cap Dir Gr
Cholamandalam Financial Holdings Ltd,Financial Services,794569228.0,750242000,1.93,721352,200000.0,38.36,/mutual-fund/holding-history/189266/1424/,Bandhan Small Cap Dir Gr
Power Finance Corp Ltd,Financial Services,733773750.0,670028000,1.73,1751250,120000.0,7.36,/mutual-fund/holding-history/189266/1026/,Bandhan Small Cap Dir Gr
Manappuram Finance Ltd,Financial Services,668904242.0,646357000,1.67,3757889,330000.0,9.63,/mutual-fund/holding-history/189266/827/,Bandhan Small Cap Dir Gr
Shaily Engineering Plastics Ltd,Basic Materials,572885727.6,597968000,1.54,1778872,28172.0,1.61,/mutual-fund/holding-history/189266/2105/,Bandhan Small Cap Dir Gr
eClerx Services Ltd,Technology,595468595.7,591305000,1.52,228162,14611.0,6.84,/mutual-fund/holding-history/189266/356/,Bandhan Small Cap Dir Gr
TVS Holdings Ltd,Consumer Cyclical,564239448.5,555016000,1.43,71890,3909.0,5.75,/mutual-fund/holding-history/189266/1309/,Bandhan Small Cap Dir Gr
Kirloskar Ferrous Industries Ltd,Industrials,556770142.65,523374000,1.35,944719,245640.0,35.14,/mutual-fund/holding-history/189266/2056/,Bandhan Small Cap Dir Gr
Nitin Spinners Ltd,Consumer Cyclical,556395227.85,517493000,1.33,1600907,216702.0,15.66,/mutual-fund/holding-history/189266/948/,Bandhan Small Cap Dir Gr
Radico Khaitan Ltd,Consumer Defensive,476391541.8,477861000,1.23,288172,,,/mutual-fund/holding-history/189266/1090/,Bandhan Small Cap Dir Gr
Computer Age Management Services Ltd Ordinary Shares,Technology,480760000.0,463995000,1.2,175000,175000.0,New,/mutual-fund/holding-history/189266/297909/,Bandhan Small Cap Dir Gr
Motilal Oswal Financial Services Ltd,Financial Services,620032330.8,444195000,1.14,357976,357976.0,New,/mutual-fund/holding-history/189266/879/,Bandhan Small Cap Dir Gr
PNB Housing Finance Ltd,Financial Services,460903334.9,438361000,1.13,561461,215000.0,62.06,/mutual-fund/holding-history/189266/4826/,Bandhan Small Cap Dir Gr
Karnataka Bank Ltd,Financial Services,454566947.05,431521000,1.11,1843711,199031.0,12.1,/mutual-fund/holding-history/189266/775/,Bandhan Small Cap Dir Gr
Angel One Ltd Ordinary Shares,Financial Services,359424448.0,429139000,1.11,123040,,,/mutual-fund/holding-history/189266/300864/,Bandhan Small Cap Dir Gr
Birlasoft Ltd,Technology,469171458.0,413439000,1.07,573384,,,/mutual-fund/holding-history/189266/763/,Bandhan Small Cap Dir Gr
Cyient Ltd,Industrials,363169423.7,412350000,1.06,179818,87000.0,93.73,/mutual-fund/holding-history/189266/301/,Bandhan Small Cap Dir Gr
Godrej Industries Ltd,Industrials,459976519.5,405002000,1.04,544029,9000.0,1.68,/mutual-fund/holding-history/189266/477/,Bandhan Small Cap Dir Gr
Info Edge (India) Ltd,Communication Services,392480446.05,404895000,1.04,78771,,,/mutual-fund/holding-history/189266/913/,Bandhan Small Cap Dir Gr
PCBL Ltd,Basic Materials,513156713.3,400511000,1.03,1592171,294750.0,22.72,/mutual-fund/holding-history/189266/1034/,Bandhan Small Cap Dir Gr
NLC India Ltd,Utilities,371826446.2,392992000,1.01,1550569,174000.0,12.64,/mutual-fund/holding-history/189266/935/,Bandhan Small Cap Dir Gr
Senco Gold Ltd,Consumer Cyclical,429764979.6,388246000,1.0,557304,,,/mutual-fund/holding-history/189266/1525832/,Bandhan Small Cap Dir Gr
Triveni Engineering & Industries Ltd,Consumer Defensive,362847101.4,378666000,0.98,1098538,36000.0,3.39,/mutual-fund/holding-history/189266/1419/,Bandhan Small Cap Dir Gr
JK Lakshmi Cement Ltd,Basic Materials,388188092.7,375052000,0.97,417003,-50000.0,-10.71,/mutual-fund/holding-history/189266/685/,Bandhan Small Cap Dir Gr
Shriram Finance Ltd,Financial Services,415287000.0,369594000,0.95,180000,,,/mutual-fund/holding-history/189266/1288/,Bandhan Small Cap Dir Gr
Jindal Stainless Ltd,Basic Materials,342104736.15,363552000,0.94,635469,2162.0,0.34,/mutual-fund/holding-history/189266/696/,Bandhan Small Cap Dir Gr
Mayur Uniquoters Ltd,Consumer Cyclical,347321434.2,358190000,0.92,635596,,,/mutual-fund/holding-history/189266/847/,Bandhan Small Cap Dir Gr
Multi Commodity Exchange of India Ltd,Financial Services,354321000.0,351984000,0.91,110000,,,/mutual-fund/holding-history/189266/853/,Bandhan Small Cap Dir Gr
Kolte-Patil Developers Ltd,Real Estate,379859475.15,349824000,0.9,715973,58687.0,8.93,/mutual-fund/holding-history/189266/755/,Bandhan Small Cap Dir Gr
Quess Corp Ltd,Industrials,320127256.25,345997000,0.89,661625,368627.0,125.81,/mutual-fund/holding-history/189266/4595/,Bandhan Small Cap Dir Gr
Oil India Ltd,Energy,374031652.8,345314000,0.89,927888,,,/mutual-fund/holding-history/189266/965/,Bandhan Small Cap Dir Gr
Great Eastern Shipping Co Ltd,Industrials,347497283.4,336842000,0.87,344842,187611.0,119.32,/mutual-fund/holding-history/189266/452/,Bandhan Small Cap Dir Gr
Updater Services Ltd,Industrials,337351518.6,329576000,0.85,978114,60000.0,6.54,/mutual-fund/holding-history/189266/1712499/,Bandhan Small Cap Dir Gr
Wheels India Ltd,Consumer Cyclical,321583695.3,315963000,0.81,455082,-5254.0,-1.14,/mutual-fund/holding-history/189266/1520/,Bandhan Small Cap Dir Gr
Piramal Pharma Ltd,Healthcare,319314651.6,310482000,0.8,2236097,,,/mutual-fund/holding-history/189266/1093348/,Bandhan Small Cap Dir Gr
Sobha Ltd,Real Estate,434056760.55,309688000,0.8,314181,48000.0,18.03,/mutual-fund/holding-history/189266/1261/,Bandhan Small Cap Dir Gr
RHI Magnesita India Ltd,Industrials,274691522.7,306641000,0.79,380802,73137.0,23.77,/mutual-fund/holding-history/189266/989/,Bandhan Small Cap Dir Gr
Hindustan Petroleum Corp Ltd,Energy,321554425.4,297882000,0.77,746759,-143241.0,-16.09,/mutual-fund/holding-history/189266/556/,Bandhan Small Cap Dir Gr
Abbott India Ltd,Healthcare,326491451.0,297706000,0.77,13028,4000.0,44.31,/mutual-fund/holding-history/189266/18/,Bandhan Small Cap Dir Gr
Fedbank Financial Services Ltd,Financial Services,278932536.0,289898000,0.75,2129256,343533.0,19.24,/mutual-fund/holding-history/189266/1785397/,Bandhan Small Cap Dir Gr
Grasim Industries Ltd,Basic Materials,280327500.0,288198000,0.74,135000,,,/mutual-fund/holding-history/189266/490/,Bandhan Small Cap Dir Gr
Greenply Industries Ltd,Basic Materials,278078738.4,280549000,0.72,1176306,71857.0,6.51,/mutual-fund/holding-history/189266/494/,Bandhan Small Cap Dir Gr
Zomato Ltd,Consumer Cyclical,305644088.05,277695000,0.72,2244907,,,/mutual-fund/holding-history/189266/589490/,Bandhan Small Cap Dir Gr
Coal India Ltd,Energy,285819600.0,275984000,0.71,734000,-126000.0,-14.65,/mutual-fund/holding-history/189266/275/,Bandhan Small Cap Dir Gr
Bank of India,Financial Services,319514623.5,273592000,0.71,2429769,2429769.0,New,/mutual-fund/holding-history/189266/163/,Bandhan Small Cap Dir Gr
BSE Ltd,Financial Services,258877900.0,270986000,0.7,122000,33000.0,37.08,/mutual-fund/holding-history/189266/52884/,Bandhan Small Cap Dir Gr
VRL Logistics Ltd,Industrials,248179387.5,265902000,0.69,345125,,,/mutual-fund/holding-history/189266/1688/,Bandhan Small Cap Dir Gr
Signatureglobal (India) Ltd,Real Estate,326235000.0,263205000,0.68,300000,300000.0,New,/mutual-fund/holding-history/189266/1696785/,Bandhan Small Cap Dir Gr
Satin Creditcare Network Ltd,Financial Services,274111038.15,260294000,0.67,1083657,1083657.0,New,/mutual-fund/holding-history/189266/1768/,Bandhan Small Cap Dir Gr
MOIL Ltd,Basic Materials,286451529.15,259609000,0.67,840157,80000.0,10.52,/mutual-fund/holding-history/189266/872/,Bandhan Small Cap Dir Gr
Bharat Dynamics Ltd Ordinary Shares,Industrials,252912815.55,259474000,0.67,151531,,,/mutual-fund/holding-history/189266/80210/,Bandhan Small Cap Dir Gr
Kaynes Technology India Ltd,Industrials,282960270.35,256625000,0.66,98303,98303.0,New,/mutual-fund/holding-history/189266/1124672/,Bandhan Small Cap Dir Gr
Lumax Auto Technologies Ltd,Consumer Cyclical,238029275.0,249756000,0.64,647875,438001.0,208.7,/mutual-fund/holding-history/189266/803/,Bandhan Small Cap Dir Gr
Zee Entertainment Enterprises Ltd,Communication Services,146880000.0,247230000,0.64,900000,,,/mutual-fund/holding-history/189266/1537/,Bandhan Small Cap Dir Gr
Alicon Castalloy Ltd,Industrials,276918851.6,243716000,0.63,280552,,,/mutual-fund/holding-history/189266/56/,Bandhan Small Cap Dir Gr
Godawari Power & Ispat Ltd,Basic Materials,244194050.4,243294000,0.63,321456,134750.0,72.17,/mutual-fund/holding-history/189266/486/,Bandhan Small Cap Dir Gr
Carborundum Universal Ltd,Industrials,249772556.0,241928000,0.62,217288,-20000.0,-8.43,/mutual-fund/holding-history/189266/238/,Bandhan Small Cap Dir Gr
Exide Industries Ltd,Consumer Cyclical,234373728.0,239999000,0.62,755070,,,/mutual-fund/holding-history/189266/404/,Bandhan Small Cap Dir Gr
DCB Bank Ltd,Financial Services,240502226.25,236235000,0.61,1778205,,,/mutual-fund/holding-history/189266/311/,Bandhan Small Cap Dir Gr
Kirloskar Brothers Ltd,Industrials,235888367.4,234989000,0.61,264612,,,/mutual-fund/holding-history/189266/744/,Bandhan Small Cap Dir Gr
National Aluminium Co Ltd,Basic Materials,251158000.0,234871000,0.61,1780000,,,/mutual-fund/holding-history/189266/911/,Bandhan Small Cap Dir Gr
Vishnu Chemicals Ltd,Basic Materials,209954142.65,232637000,0.6,652741,,,/mutual-fund/holding-history/189266/1579/,Bandhan Small Cap Dir Gr
Graphite India Ltd,Industrials,223416065.25,231822000,0.6,421341,,,/mutual-fund/holding-history/189266/489/,Bandhan Small Cap Dir Gr
Ujjivan Financial Services Limited,,224695004.4,230508000,0.59,407943,,,/mutual-fund/holding-history/189266/2014/,Bandhan Small Cap Dir Gr
Chemplast Sanmar Ltd,Basic Materials,205243379.6,217006000,0.56,434056,,,/mutual-fund/holding-history/189266/623875/,Bandhan Small Cap Dir Gr
Century Textiles & Industries Ltd,Basic Materials,238118100.0,216391000,0.56,177000,,,/mutual-fund/holding-history/189266/253/,Bandhan Small Cap Dir Gr
Suven Pharmaceuticals Ltd,Healthcare,203432380.8,215729000,0.56,298463,46670.0,18.54,/mutual-fund/holding-history/189266/191143/,Bandhan Small Cap Dir Gr
Indian Bank,Financial Services,233807008.4,213655000,0.55,507614,507614.0,New,/mutual-fund/holding-history/189266/609/,Bandhan Small Cap Dir Gr
Neuland Laboratories Limited,,242125176.0,210174000,0.54,39720,39720.0,New,/mutual-fund/holding-history/189266/933/,Bandhan Small Cap Dir Gr
FDC Ltd,Healthcare,219420926.5,208483000,0.54,525874,,,/mutual-fund/holding-history/189266/410/,Bandhan Small Cap Dir Gr
IIFL Finance Ltd,Financial Services,208973333.0,207723000,0.54,347276,347276.0,New,/mutual-fund/holding-history/189266/598/,Bandhan Small Cap Dir Gr
GMR Airports Infrastructure Ltd,Industrials,196529431.7,205457000,0.53,2550674,2550674.0,New,/mutual-fund/holding-history/189266/472/,Bandhan Small Cap Dir Gr
Aurobindo Pharma Ltd,Healthcare,218086075.0,205418000,0.53,189500,,,/mutual-fund/holding-history/189266/132/,Bandhan Small Cap Dir Gr
Yatra Online Ltd,Consumer Cyclical,243501944.4,205189000,0.53,1419009,,,/mutual-fund/holding-history/189266/1690560/,Bandhan Small Cap Dir Gr
JTL Industries Ltd,Basic Materials,218812750.0,201068000,0.52,845000,845000.0,New,/mutual-fund/holding-history/189266/3930/,Bandhan Small Cap Dir Gr
KEI Industries Ltd,Industrials,196492956.0,200595000,0.52,61732,-1918.0,-3.01,/mutual-fund/holding-history/189266/729/,Bandhan Small Cap Dir Gr
Blue Star Ltd,Industrials,222664912.8,198853000,0.51,209982,,,/mutual-fund/holding-history/189266/209/,Bandhan Small Cap Dir Gr
Emami Ltd,Consumer Defensive,173017220.0,198048000,0.51,351304,351304.0,New,/mutual-fund/holding-history/189266/374/,Bandhan Small Cap Dir Gr
Krishna Institute of Medical Sciences Ltd,Healthcare,207425000.0,197920000,0.51,100000,,,/mutual-fund/holding-history/189266/555690/,Bandhan Small Cap Dir Gr
Stove Kraft Ltd Ordinary Shares,Consumer Cyclical,193369340.7,196093000,0.51,435811,,,/mutual-fund/holding-history/189266/409322/,Bandhan Small Cap Dir Gr
Suzlon Energy Ltd,Industrials,216477635.3,194347000,0.5,5087606,,,/mutual-fund/holding-history/189266/1337/,Bandhan Small Cap Dir Gr
Home First Finance Co India Ltd ---,Financial Services,197804482.5,190750000,0.49,205085,-70000.0,-25.45,/mutual-fund/holding-history/189266/407835/,Bandhan Small Cap Dir Gr
J.B. Chemicals & Pharmaceuticals Ltd,Healthcare,196555924.0,188342000,0.49,115928,,,/mutual-fund/holding-history/189266/665/,Bandhan Small Cap Dir Gr
Heritage Foods Ltd,Consumer Defensive,201066162.0,186266000,0.48,614130,-105000.0,-14.6,/mutual-fund/holding-history/189266/539/,Bandhan Small Cap Dir Gr
Swan Energy Ltd,Consumer Cyclical,220724734.8,185145000,0.48,362319,362319.0,New,/mutual-fund/holding-history/189266/1338/,Bandhan Small Cap Dir Gr
CESC Ltd,Utilities,181211885.7,180124000,0.46,1359429,1359429.0,New,/mutual-fund/holding-history/189266/256/,Bandhan Small Cap Dir Gr
Affle India Ltd,Communication Services,167709192.9,179597000,0.46,137506,,,/mutual-fund/holding-history/189266/154217/,Bandhan Small Cap Dir Gr
JK Tyre & Industries Ltd,Consumer Cyclical,218021433.9,173174000,0.45,434782,434782.0,New,/mutual-fund/holding-history/189266/687/,Bandhan Small Cap Dir Gr
Jyothy Labs Ltd,Consumer Defensive,197244436.2,172814000,0.45,360857,46734.0,14.88,/mutual-fund/holding-history/189266/706/,Bandhan Small Cap Dir Gr
Hitachi Energy India Ltd Ordinary Shares,Technology,189942264.5,169781000,0.44,32251,,,/mutual-fund/holding-history/189266/202203/,Bandhan Small Cap Dir Gr
Avanti Feeds Ltd,Consumer Defensive,203937186.6,168912000,0.44,402124,,,/mutual-fund/holding-history/189266/138/,Bandhan Small Cap Dir Gr
ICICI Securities Ltd,Financial Services,181265175.6,167685000,0.43,233544,-150000.0,-39.11,/mutual-fund/holding-history/189266/81109/,Bandhan Small Cap Dir Gr
Indian Renewable Energy Development Agency Ltd,Financial Services,270610260.0,163832000,0.42,1593700,-1188150.0,-42.71,/mutual-fund/holding-history/189266/1791996/,Bandhan Small Cap Dir Gr
Krsnaa Diagnostics Ltd,Healthcare,156769867.3,162358000,0.42,229969,1330.0,0.58,/mutual-fund/holding-history/189266/620545/,Bandhan Small Cap Dir Gr
Yatharth Hospital and Trauma Care Services Ltd,Healthcare,162115220.0,160985000,0.41,426619,,,/mutual-fund/holding-history/189266/1565404/,Bandhan Small Cap Dir Gr
Gulf Oil Lubricants India Ltd,Basic Materials,161415527.0,149928000,0.39,208682,,,/mutual-fund/holding-history/189266/518/,Bandhan Small Cap Dir Gr
Gujarat State Petronet Ltd,Utilities,173915755.15,147358000,0.38,481561,,,/mutual-fund/holding-history/189266/502/,Bandhan Small Cap Dir Gr
MAS Financial Services Ltd Ordinary Shares,Financial Services,165742669.8,146476000,0.38,168412,,,/mutual-fund/holding-history/189266/62997/,Bandhan Small Cap Dir Gr
Westlife Foodworld Ltd,Consumer Cyclical,147418153.4,145442000,0.37,178052,,,/mutual-fund/holding-history/189266/2228/,Bandhan Small Cap Dir Gr
Aditya Birla Fashion and Retail Ltd,Consumer Cyclical,157040000.0,145405000,0.37,650000,,,/mutual-fund/holding-history/189266/1029/,Bandhan Small Cap Dir Gr
Repco Home Finance Ltd,Financial Services,143990112.3,143151000,0.37,364809,45000.0,14.07,/mutual-fund/holding-history/189266/1132/,Bandhan Small Cap Dir Gr
NOCIL Ltd,Basic Materials,139273067.25,140974000,0.36,515349,-150000.0,-22.54,/mutual-fund/holding-history/189266/950/,Bandhan Small Cap Dir Gr
Innova Captab Ltd,Healthcare,133475711.6,140073000,0.36,258724,258724.0,New,/mutual-fund/holding-history/189266/1842149/,Bandhan Small Cap Dir Gr
Landmark Cars Ltd,Consumer Cyclical,137711721.3,139960000,0.36,167757,,,/mutual-fund/holding-history/189266/1241144/,Bandhan Small Cap Dir Gr
Steel Strips Wheels Ltd,Consumer Cyclical,149033532.4,139381000,0.36,537736,167337.0,45.18,/mutual-fund/holding-history/189266/1290/,Bandhan Small Cap Dir Gr
Greenpanel Industries Ltd Ordinary Shares,Basic Materials,128789574.0,139156000,0.36,324980,324980.0,New,/mutual-fund/holding-history/189266/170350/,Bandhan Small Cap Dir Gr
Narayana Hrudayalaya Ltd,Healthcare,144404088.4,137566000,0.35,114452,,,/mutual-fund/holding-history/189266/1886/,Bandhan Small Cap Dir Gr
Rishabh Instruments Ltd,Technology,137150909.4,137328000,0.35,235614,-6453.0,-2.67,/mutual-fund/holding-history/189266/1650515/,Bandhan Small Cap Dir Gr
IDFC Ltd,Financial Services,125315264.0,136821000,0.35,1080304,-330000.0,-23.4,/mutual-fund/holding-history/189266/590/,Bandhan Small Cap Dir Gr
Orient Cement Ltd,Basic Materials,147523303.8,134874000,0.35,537132,,,/mutual-fund/holding-history/189266/985/,Bandhan Small Cap Dir Gr
NCC Ltd,Industrials,155600000.0,133400000,0.34,800000,,,/mutual-fund/holding-history/189266/918/,Bandhan Small Cap Dir Gr
CIE Automotive India Ltd,Consumer Cyclical,129264447.0,125350000,0.32,266305,,,/mutual-fund/holding-history/189266/816/,Bandhan Small Cap Dir Gr
DCM Shriram Ltd,Basic Materials,118977863.55,122473000,0.32,119091,,,/mutual-fund/holding-history/189266/313/,Bandhan Small Cap Dir Gr
R R Kabel Ltd,Industrials,113398027.4,121460000,0.31,77294,,,/mutual-fund/holding-history/189266/1681351/,Bandhan Small Cap Dir Gr
Finolex Cables Ltd,Industrials,121748000.0,117607000,0.3,110000,,,/mutual-fund/holding-history/189266/416/,Bandhan Small Cap Dir Gr
Amara Raja Energy & Mobility Ltd,Industrials,116281431.0,116696000,0.3,143010,,,/mutual-fund/holding-history/189266/68/,Bandhan Small Cap Dir Gr
Gland Pharma Ltd,Healthcare,113943000.0,115470000,0.3,60000,,,/mutual-fund/holding-history/189266/338662/,Bandhan Small Cap Dir Gr
